2017-10-24,EE0000476,14040 HUBBARD STRM # 214,SYLMAR,FA0251169,THE BOTTLE SHOPPE,CA,91342,A,OW0245141,THE BOTTLE SHOPPE SYLMAR INC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,THE BOTTLE SHOPPE,ACTIVE,PR0200282,98,DA9LFWOCT,1,ROUTINE INSPECTION,the bottle shoppe
2017-12-19,EE0001049,423 N MEDNIK AVE,LOS ANGELES,FA0251168,FAMILY NUTRITION CENTER,CA,90022-1323,A,OW0245140,LAURA DOLORES ARCEO,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,FAMILY NUTRITION CENTER,ACTIVE,PR0200281,99,DAAQJSI8P,1,ROUTINE INSPECTION,family nutrition center
2017-10-17,EE0000391,906 S GLENOAKS BLVD,BURBANK,FA0251165,ARI MARKET,CA,91502,A,OW0245138,ARI MARKET LLC,"FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",1611,ARI MARKET,ACTIVE,PR0200278,96,DA0B4TSW6,1,ROUTINE INSPECTION,ari market
2017-10-30,EE0000686,3630 FOOTHILL BLVD,GLENDALE,FA0251164,77 CHICKEN & DESSERT CAFE,CA,91214,A,OW0228682,77 KENTUCKY USA INC,"FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",1611,77 CHICKEN & DESSERT CAFE,ACTIVE,PR0200277,90,DAT6RBN5T,1,ROUTINE INSPECTION,77 chicken & dessert cafe
2017-10-20,EE0001049,501 S FETTERLY AVE,LOS ANGELES,FA0251163,EL TRI MEAT MARKET,CA,90022-1904,B,OW0245137,FRANKLIN JOHATHAN GONZALEZ,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,EL TRI MEAT MARKET,ACTIVE,PR0200276,80,DAUP02GZZ,1,ROUTINE INSPECTION,el tri meat market
2017-10-23,EE0000872,6852 ROSECRANS AVE,PARAMOUNT,FA0251119,JACKS JUD LIQOUR,CA,90723-3146,A,OW0245102,RANGPUR INC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,JACKS JUD LIQOUR,ACTIVE,PR0200228,95,DABAA0HDQ,1,ROUTINE INSPECTION,jacks jud liqour
2017-11-02,EE0000691,8320 COMPTON AVE,LOS ANGELES,FA0251113,DANA'S NUTRITION,CA,90001-3918,A,OW0245098,ARMANDO DAMIAN,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,DANA'S NUTRITION,ACTIVE,PR0200223,99,DADO49IPR,1,ROUTINE INSPECTION,dana's nutrition
2017-10-04,EE0000722,3705 W 3RD ST,LOS ANGELES,FA0251102,1 DOLLAR STORE,CA,90020-2304,C,OW0245088,MILENY LISSETH CABRERA PORTILLO,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,1 DOLLAR STORE,ACTIVE,PR0200212,71,DAMKBGW8O,1,ROUTINE INSPECTION,1 dollar store
2017-12-07,EE0000827,229 PACIFIC COAST HWY,HERMOSA BEACH,FA0251100,CULTURED SLICE,CA,90254,A,OW0245086,SOLANGE COMER,"FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",1611,CULTURED SLICE,ACTIVE,PR0200210,99,DA6RPWNII,1,ROUTINE INSPECTION,cultured slice
2017-10-17,EE0000081,5421 EVERETT AVE,MAYWOOD,FA0251060,LAURA'S MARKET,CA,90270-2023,A,OW0245048,EDVIN ESTUARDO SANCHEZ,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,LAURA'S MARKET,ACTIVE,PR0200162,99,DA0969737,1,ROUTINE INSPECTION,laura's market
2017-10-17,EE0000349,6801 SALT LAKE AVE,BELL,FA0251059,SULIK'S MARKET,CA,90201,A,OW0245047,TEKESTE SEIFU,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,SULIK'S MARKET,INACTIVE,PR0200161,94,DAVPDNRXS,1,ROUTINE INSPECTION,sulik's market
2017-11-07,EE0000740,2000 EASTLAKE AVE STE 101,LOS ANGELES,FA0250970,TOADS MARKET,CA,90031-3417,A,OW0244969,IGNACIA ESCOBEDO,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,TOADS MARKET,ACTIVE,PR0200068,93,DA0988892,1,ROUTINE INSPECTION,toads market
2017-09-27,EE0000950,5857 WHITTIER BLVD,LOS ANGELES,FA0250947,FAMILY DOLLAR PLUS,CA,90022-4325,A,OW0244949,CHANTHY CHHIN,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,FAMILY DOLLAR PLUS,ACTIVE,PR0200039,97,DADHD2NJB,1,ROUTINE INSPECTION,family dollar plus
2017-09-28,EE0000382,12256 RAMONA BLVD,EL MONTE,FA0250942,JOYS MARKET PLACE,CA,91732,A,OW0244944,JOYS MARKET PARTNERSHIP,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,JOYS MARKET PLACE,ACTIVE,PR0200035,95,DADSWITGK,1,ROUTINE INSPECTION,joys market place
2017-09-25,EE0000140,4100 W PICO BLVD STE 11,LOS ANGELES,FA0250862,SOMSEENEH,CA,90019,A,OW0244878,JL INTERNATIONAL FOOD,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,SOMSEENEH,ACTIVE,PR0199908,94,DAJTJXBCM,1,ROUTINE INSPECTION,somseeneh
2017-09-26,EE0000827,1025 PACIFIC COAST HWY,HERMOSA BEACH,FA0250798,READY FIT GO,CA,90254,A,OW0244837,"RFG HERMOSA BEACH, LLC","FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,READY FIT GO,ACTIVE,PR0199831,98,DA6YG4DGV,1,ROUTINE INSPECTION,ready fit go
2017-10-25,EE0000834,12565 CARSON ST,HAWAIIAN GARDENS,FA0250797,"SUPER HK, HG LLC",CA,90716,B,OW0244836,"SUPER HK, HG LLC","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,"SUPER HK, HG LLC - MEAT DEPT",ACTIVE,PR0199992,81,DAVE4WV6J,1,ROUTINE INSPECTION,"super hk, hg llc"
2017-11-07,EE0000740,735 S CHICAGO ST,LOS ANGELES,FA0250796,AZTECA FOOD STORE,CA,90023-1215,A,OW0244835,ELIA DIAZ,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,AZTECA FOOD STORE,ACTIVE,PR0199829,96,DABTBU6ES,1,ROUTINE INSPECTION,azteca food store
2017-10-20,EE0000437,8535 E WASHINGTON BLVD,PICO RIVERA,FA0250784,SORIA'S MEAT MARKET,CA,90660,A,OW0244826,BLANCA R SANCHEZ,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,SORIA'S MEAT MARKET,ACTIVE,PR0199816,97,DAXIE2EMC,1,ROUTINE INSPECTION,soria's meat market
2017-09-27,EE0000464,17234 SATICOY ST,LAKE BALBAO,FA0250740,GNC#374/AMA NUTRITION,CA,91406,A,OW0244799,AMA NUTRITION LLC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,GNC#374/AMA NUTRITION,ACTIVE,PR0199772,99,DAPJGETDO,1,ROUTINE INSPECTION,gnc#374/ama nutrition
2017-09-20,EE0000798,1513 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,FA0250716,VALLE DE LUNA MINI MARKET,CA,90062,A,OW0244779,MARIANO JOSE BERRIOS,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,VALLE DE LUNA MINI MARKET,ACTIVE,PR0199747,100,DAGXYUL4K,1,ROUTINE INSPECTION,valle de luna mini market
2017-11-17,EE0000503,12802 PENN ST,WHITTIER,FA0250715,DULCERIA LA BOTANA,CA,90602,A,OW0244778,"DULVERIA LA BOTANA, LLC","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,DULCERIA LA BOTANA,ACTIVE,PR0199746,93,DAZVT2FEZ,1,ROUTINE INSPECTION,dulceria la botana
2017-09-13,EE0000145,11434 SOUTH ST,CERRITOS,FA0250713,THE LIQUOR STORE,CA,90703,A,OW0244776,JIMMENG TAING,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,THE LIQUOR STORE,ACTIVE,PR0199743,95,DA0944814,1,ROUTINE INSPECTION,the liquor store
2017-09-20,EE0000685,14230 VENTURA BLVD,SHERMAN OAKS,FA0250656,CHEER LIQUOR CAFFE,CA,91423,A,OW0244732,CHEER LIQUOR CAFFE INC,"FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",1611,CHEER LIQUOR CAFFE,ACTIVE,PR0199674,98,DAFQZXNXT,1,ROUTINE INSPECTION,cheer liquor caffe
2017-09-18,EE0000081,6100 ATLANTIC BLVD STE C,MAYWOOD,FA0250649,CANDYSPOT,CA,90270,A,OW0244727,JESUS OCTAVIO SERRANO,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,CANDYSPOT,ACTIVE,PR0199667,100,DA0947474,1,ROUTINE INSPECTION,candyspot
2017-10-05,EE0000249,200 W ROSECRANS AVE,COMPTON,FA0250616,DND MART,CA,90222,A,OW0244701,DAVID JAE HYUN JU,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,DND MART,ACTIVE,PR0199628,97,DAVSUKPVM,1,ROUTINE INSPECTION,dnd mart
2017-09-13,EE0000364,13747 VICTORY BLVD,VAN NUYS,FA0250578,TIGRANAKERT,CA,91401,A,OW0244666,ANNA IVANYAN,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,TIGRANAKERT,ACTIVE,PR0199588,92,DAA15PB0L,1,ROUTINE INSPECTION,tigranakert
2017-12-07,EE0000468,6333 W 3RD ST # 226,LOS ANGELES,FA0250577,MARCONDA'S PURITAN POULTRY,CA,90036,A,OW0244661,MARCONDA'S MEATS & PURITAN POULTRY INC.,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,MARCONDA'S PURITAN POULTRY,ACTIVE,PR0199586,95,DALUDLWX4,1,ROUTINE INSPECTION,marconda's puritan poultry
2017-09-11,EE0000468,6333 W 3RD ST STE 514,LOS ANGELES,FA0250572,MARCONDA'S MEATS,CA,90036,A,OW0244661,MARCONDA'S MEATS & PURITAN POULTRY INC.,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,MARCONDA'S MEATS,ACTIVE,PR0199582,94,DAQI55XNE,1,ROUTINE INSPECTION,marconda's meats
2017-09-13,EE0001026,4501 S ALAMEDA ST # 83,LOS ANGELES,FA0250557,BUENO BONITO BARATO,CA,90058,A,OW0244650,DIGNA E SALINAS,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,BUENO BONITO BARATO,ACTIVE,PR0199565,98,DAGNY0PJ0,1,ROUTINE INSPECTION,bueno bonito barato
2017-10-17,EE0000872,1703 E COMPTON BLVD # B,COMPTON,FA0250535,EL CARRUCEL FOOD NUTRITION,CA,90221,A,OW0244633,EL CARRUCEL FOOD NUTRITION INC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,EL CARRUCEL FOOD NUTRITION,ACTIVE,PR0199537,98,DACMPKMA4,1,ROUTINE INSPECTION,el carrucel food nutrition
2017-10-18,EE0000188,9663 GARVEY AVE # 119,SOUTH EL MONTE,FA0250512,J & L PRODUCE,CA,91733-1096,A,OW0244612,JOHN KIM LY,"FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",1611,J & L PRODUCE,ACTIVE,PR0199510,98,DA8RLUQAH,1,ROUTINE INSPECTION,j & l produce
2017-09-20,EE0000904,2217 HYPERION AVE,LOS ANGELES,FA0250510,ZERO'S UNLIKELY SNACKS,CA,90027,A,OW0244611,DETOUR CANDY LLC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,ZERO'S UNLIKELY SNACKS,ACTIVE,PR0199507,98,DAFFUFDQJ,1,ROUTINE INSPECTION,zero's unlikely snacks
2017-10-31,EE0001036,1300 HIGHLAND AVE # 107,MANHATTAN BEACH,FA0250471,I-NABA,CA,90266,A,OW0244581,SHUNICHI HOSOI,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,I-NABA,ACTIVE,PR0199458,97,DA1GX13MU,1,ROUTINE INSPECTION,i-naba
2017-10-06,EE0000821,120 N GARFIELD AVE,MONTEREY PARK,FA0250457,HUIFENG GINSENG,CA,91754-1703,A,OW0244573,HUIFENG GINSENG INC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,HUIFENG GINSENG,ACTIVE,PR0199444,97,DAYPPNRPV,1,ROUTINE INSPECTION,huifeng ginseng
